-2.46E-04,-6.40E-04,-7400,-0.00272
-2.46E-04,-6.40E-04,-7400,-0.00272
-2.46E-04,-6.40E-04,-7400,-0.00272
-2.46E-04,-3.20E-04,-7400,-0.00272
-2.46E-04,-4.80E-04,-7200,-0.00256
-2.45E-04,-4.80E-04,-7600,-0.0024
-2.45E-04,-6.40E-04,-7200,-0.00256
-2.45E-04,-4.80E-04,-7600,-0.00256
-2.45E-04,-4.80E-04,-7400,-0.0024
-2.45E-04,-6.40E-04,-7400,-0.0024
-2.44E-04,-6.40E-04,-7600,-0.0024
-2.44E-04,-3.20E-04,-7800,-0.0024
-2.44E-04,-3.20E-04,-7600,-0.0024
-2.44E-04,-4.80E-04,-7600,-0.00224
-2.44E-04,-4.80E-04,-7600,-0.00224
-2.43E-04,-6.40E-04,-7600,-0.0024
-2.43E-04,-6.40E-04,-7600,-0.00224
-2.43E-04,-6.40E-04,-7600,-0.00224
-2.43E-04,-6.40E-04,-7800,-0.00224
-2.43E-04,-4.80E-04,-7600,-0.00208
-2.42E-04,-4.80E-04,-7600,-0.00192
-2.42E-04,-4.80E-04,-7800,-0.00176
-2.42E-04,-4.80E-04,-7600,-0.00208
-2.42E-04,-3.20E-04,-7800,-0.00176
-2.42E-04,-4.80E-04,-7600,-0.00176
-2.41E-04,-4.80E-04,-7800,-0.0016
-2.41E-04,-4.80E-04,-7600,-0.00176
-2.41E-04,-4.80E-04,-8000,-0.0016
-2.41E-04,-3.20E-04,-7600,-0.00176
-2.41E-04,-3.20E-04,-7800,-0.0016
-2.40E-04,-3.20E-04,-7800,-0.00144
-2.40E-04,-4.80E-04,-7800,-0.00128
-2.40E-04,-3.20E-04,-7600,-0.0016
-2.40E-04,-4.80E-04,-8000,-0.00144
-2.40E-04,-3.20E-04,-7800,-0.00144
-2.39E-04,-8.00E-04,-8000,-0.00144
-2.39E-04,0,-7800,-0.00144
-2.39E-04,-4.80E-04,-7800,-0.00112
-2.39E-04,-3.20E-04,-8000,-0.00128
-2.39E-04,-3.20E-04,-8000,-0.00112
-2.38E-04,-3.20E-04,-7800,-0.00112
-2.38E-04,-4.80E-04,-8000,-0.00128
-2.38E-04,-4.80E-04,-7600,-9.60E-04
-2.38E-04,-3.20E-04,-7800,-8.00E-04
-2.38E-04,-3.20E-04,-7800,-8.00E-04
-2.37E-04,-1.60E-04,-8000,-8.00E-04
-2.37E-04,-3.20E-04,-8000,-8.00E-04
-2.37E-04,-4.80E-04,-8200,-8.00E-04
-2.37E-04,-1.60E-04,-8000,-6.40E-04
-2.37E-04,-1.60E-04,-7800,-8.00E-04
-2.36E-04,-1.60E-04,-7800,-6.40E-04
