time	Iexterna	Vdbd	Idbd
-1.004E-4	-9.6E-4	1800	-0.00608
-1.002E-4	-0.00112	1600	-0.00608
-1E-4	-0.00112	1600	-0.00608
-9.98E-5	-0.00112	1800	-0.00608
-9.96E-5	-0.00112	1600	-0.00592
-9.94E-5	-0.00128	1200	-0.00592
-9.92E-5	-0.00112	1400	-0.00624
-9.9E-5	-9.6E-4	1600	-0.00624
-9.88E-5	-0.00112	1400	-0.00608
-9.86E-5	-0.00112	1200	-0.00624
-9.84E-5	-0.00112	1200	-0.00624
-9.82E-5	-9.6E-4	1200	-0.00608
-9.8E-5	-0.00112	1200	-0.00624
-9.78E-5	-0.00128	800	-0.00608
-9.76E-5	-0.00112	1200	-0.0064
-9.74E-5	-0.00112	1200	-0.00608
-9.72E-5	-0.00112	1000	-0.00624
-9.7E-5	-9.6E-4	600	-0.00608
-9.68E-5	-8E-4	800	-0.00624
-9.66E-5	-0.00112	600	-0.00608
-9.64E-5	-0.00112	800	-0.00608
-9.62E-5	-0.00144	400	-0.00624
-9.6E-5	-0.00112	600	-0.00624
-9.58E-5	-8E-4	600	-0.00624
-9.56E-5	-8E-4	600	-0.00624
-9.54E-5	-0.00112	400	-0.00624
-9.52E-5	-0.00112	400	-0.00624
-9.5E-5	-0.00112	200	-0.00608
-9.48E-5	-0.00112	400	-0.0064
-9.46E-5	-0.00112	400	-0.00624
-9.44E-5	-0.00112	200	-0.0064
-9.42E-5	-0.00128	200	-0.00608
-9.4E-5	-0.00112	0	-0.00624
-9.38E-5	-0.00112	-200	-0.0064
-9.36E-5	-0.00128	0	-0.0064
-9.34E-5	-0.00112	0	-0.0064
-9.32E-5	-8E-4	-400	-0.00624
-9.3E-5	-0.00128	-400	-0.0064
-9.28E-5	-0.00112	-400	-0.0064
-9.26E-5	-9.6E-4	-400	-0.0064
-9.24E-5	-0.00112	-200	-0.0064
-9.22E-5	-0.00112	-400	-0.0064
-9.2E-5	-0.00128	-400	-0.0064
-9.18E-5	-0.00128	-400	-0.00624
-9.16E-5	-9.6E-4	-600	-0.00624
-9.14E-5	-0.00128	-600	-0.0064
-9.12E-5	-0.00128	-800	-0.0064
-9.1E-5	-0.00112	-800	-0.00624
-9.08E-5	-0.00128	-800	-0.0064
-9.06E-5	-8E-4	-600	-0.00624
-9.04E-5	-0.00112	-800	-0.0064
-9.02E-5	-9.6E-4	-1000	-0.0064
-9E-5	-9.6E-4	-1000	-0.00624
-8.98E-5	-9.6E-4	-1000	-0.0064
-8.96E-5	-0.00112	-1200	-0.00624
-8.94E-5	-0.00128	-1000	-0.00624
-8.92E-5	-0.00128	-1400	-0.0064
-8.9E-5	-0.00112	-1200	-0.0064
-8.88E-5	-0.00128	-1600	-0.00608
-8.86E-5	-0.00112	-1200	-0.00608
-8.84E-5	-0.00128	-1400	-0.00624
-8.82E-5	-0.00112	-1600	-0.00624
-8.8E-5	-0.00112	-1600	-0.00624
-8.78E-5	-0.00128	-1600	-0.00624
-8.76E-5	-0.00128	-1800	-0.00624
-8.74E-5	-9.6E-4	-1800	-0.00608
-8.72E-5	-0.00112	-2000	-0.00624
-8.7E-5	-0.00112	-2000	-0.00624
-8.68E-5	-0.00112	-2000	-0.0064
-8.66E-5	-9.6E-4	-2000	-0.00624
-8.64E-5	-0.00128	-2000	-0.00608
-8.62E-5	-0.0016	-2200	-0.00624
-8.6E-5	-0.00128	-2000	-0.00624
-8.58E-5	-0.00128	-2200	-0.00624
-8.56E-5	-9.6E-4	-2000	-0.00624
-8.54E-5	-0.00112	-2200	-0.00624
-8.52E-5	-0.00112	-2400	-0.00608
-8.5E-5	-0.00128	-2400	-0.00624
-8.48E-5	-0.00128	-2200	-0.00608
-8.46E-5	-0.00144	-2600	-0.00624
-8.44E-5	-0.00128	-2600	-0.00608
-8.42E-5	-0.00144	-2600	-0.00608
-8.4E-5	-0.00112	-2800	-0.00592
-8.38E-5	-0.00112	-2800	-0.00608
-8.36E-5	-0.00112	-2600	-0.00608
-8.34E-5	-0.00112	-3000	-0.00608
-8.32E-5	-0.00128	-3000	-0.00608
-8.3E-5	-0.00112	-3000	-0.00624
-8.28E-5	-0.00112	-3000	-0.00608
-8.26E-5	-9.6E-4	-2800	-0.00592
-8.24E-5	-0.00112	-2800	-0.00608
-8.22E-5	-0.00128	-3400	-0.00592
-8.2E-5	-0.00112	-3000	-0.00608
-8.18E-5	-0.00128	-3000	-0.00608
-8.16E-5	-9.6E-4	-3400	-0.00592
-8.14E-5	-0.00128	-3400	-0.00592
-8.12E-5	-0.00112	-3400	-0.00592
-8.1E-5	-0.00128	-3400	-0.00592
-8.08E-5	-9.6E-4	-3600	-0.00592
-8.06E-5	-0.00112	-3600	-0.00592
-8.04E-5	-0.00112	-3600	-0.00592
-8.02E-5	-0.00112	-3800	-0.00576
-8E-5	-0.00112	-3400	-0.00592
-7.98E-5	-0.00128	-3600	-0.00576
-7.96E-5	-0.00128	-4000	-0.0056
-7.94E-5	-0.00112	-3800	-0.00592
-7.92E-5	-9.6E-4	-3600	-0.0056
-7.9E-5	-0.00112	-3800	-0.00576
-7.88E-5	-0.00112	-4000	-0.00576
-7.86E-5	-0.00112	-4000	-0.0064
-7.84E-5	-8E-4	-4000	-0.00576
-7.82E-5	-0.00128	-4400	-0.00576
-7.8E-5	-0.00128	-4200	-0.0056
-7.78E-5	-0.00128	-4200	-0.0056
-7.76E-5	-0.00112	-4200	-0.0056
-7.74E-5	-9.6E-4	-4000	-0.00544
-7.72E-5	-9.6E-4	-4400	-0.00544
-7.7E-5	-9.6E-4	-4400	-0.0056
-7.68E-5	-0.00112	-4600	-0.0056
-7.66E-5	-0.00128	-4600	-0.00528
-7.64E-5	-0.00112	-4400	-0.0056
-7.62E-5	-9.6E-4	-4600	-0.0056
-7.6E-5	-0.00112	-4400	-0.00544
-7.58E-5	-9.6E-4	-4400	-0.00528
-7.56E-5	-0.00128	-4600	-0.0056
-7.54E-5	-0.00112	-4800	-0.00528
-7.52E-5	-9.6E-4	-4800	-0.00544
-7.5E-5	-9.6E-4	-5000	-0.00528
-7.48E-5	-0.00112	-4800	-0.00528
-7.46E-5	-0.00112	-4800	-0.00528
-7.44E-5	-0.00144	-5000	-0.00528
-7.42E-5	-0.00112	-5000	-0.00592
-7.4E-5	-9.6E-4	-5000	-0.00544
-7.38E-5	-0.00112	-5000	-0.00544
-7.36E-5	-8E-4	-5000	-0.00496
-7.34E-5	-0.00112	-5200	-0.00528
-7.32E-5	-9.6E-4	-5200	-0.00528
-7.3E-5	-9.6E-4	-5400	-0.00528
-7.28E-5	-8E-4	-5400	-0.00512
-7.26E-5	-0.00112	-5200	-0.0048
-7.24E-5	-8E-4	-5200	-0.00512
-7.22E-5	-9.6E-4	-5400	-0.00496
-7.2E-5	-9.6E-4	-5400	-0.0048
-7.18E-5	-9.6E-4	-5800	-0.00496
-7.16E-5	-9.6E-4	-5400	-0.00496
-7.14E-5	-9.6E-4	-5600	-0.00496
-7.12E-5	-9.6E-4	-5600	-0.0048
-7.1E-5	-0.00112	-6000	-0.00512
-7.08E-5	-4.8E-4	-5400	-0.0048
-7.06E-5	-9.6E-4	-5800	-0.00464
-7.04E-5	-8E-4	-6000	-0.0048
-7.02E-5	-8E-4	-5800	-0.0048
-7E-5	-8E-4	-6000	-0.00464
-6.98E-5	-9.6E-4	-6000	-0.00464
-6.96E-5	-8E-4	-5600	-0.00496
-6.94E-5	-0.00112	-6000	-0.00464
-6.92E-5	-8E-4	-6000	-0.0048
-6.9E-5	-8E-4	-6000	-0.00448
-6.88E-5	-9.6E-4	-5800	-0.00448
-6.86E-5	-0.00112	-6200	-0.00448
-6.84E-5	-9.6E-4	-6200	-0.00432
-6.82E-5	-8E-4	-6000	-0.00432
-6.8E-5	-9.6E-4	-6000	-0.00448
-6.78E-5	-8E-4	-6400	-0.00432
-6.76E-5	-6.4E-4	-6400	-0.00416
-6.74E-5	-6.4E-4	-6400	-0.00432
-6.72E-5	-6.4E-4	-6200	-0.00432
-6.7E-5	-9.6E-4	-6400	-0.004
-6.68E-5	-8E-4	-6400	-0.004
-6.66E-5	-9.6E-4	-6400	-0.00416
-6.64E-5	-9.6E-4	-6600	-0.004
-6.62E-5	-9.6E-4	-6400	-0.00464
-6.6E-5	-8E-4	-6600	-0.00608
-6.58E-5	-1.6E-4	-6600	-0.00448
-6.56E-5	-6.4E-4	-6800	-0.004
-6.54E-5	-8E-4	-6600	-0.004
-6.52E-5	-9.6E-4	-6600	-0.004
-6.5E-5	-6.4E-4	-6600	-0.00384
-6.48E-5	-9.6E-4	-6600	-0.00384
-6.46E-5	-9.6E-4	-6800	-0.00368
-6.44E-5	-9.6E-4	-6600	-0.00368
-6.42E-5	-8E-4	-6800	-0.00368
-6.4E-5	-8E-4	-6800	-0.00384
-6.38E-5	-8E-4	-6800	-0.00352
-6.36E-5	-6.4E-4	-6800	-0.00352
-6.34E-5	-6.4E-4	-7000	-0.00352
-6.32E-5	-6.4E-4	-6800	-0.00352
-6.3E-5	-8E-4	-7200	-0.00352
-6.28E-5	-8E-4	-6800	-0.00336
-6.26E-5	-6.4E-4	-7000	-0.00352
-6.24E-5	-9.6E-4	-7000	-0.00432
-6.22E-5	-3.2E-4	-7000	-0.00368
-6.2E-5	-6.4E-4	-7000	-0.00368
-6.18E-5	-6.4E-4	-7200	-0.00352
-6.16E-5	-8E-4	-7200	-0.00336
-6.14E-5	-8E-4	-7000	-0.00304
-6.12E-5	-8E-4	-7200	-0.00336
-6.1E-5	-4.8E-4	-7200	-0.00336
-6.08E-5	-6.4E-4	-7000	-0.0032
-6.06E-5	-4.8E-4	-7400	-0.0032
-6.04E-5	-6.4E-4	-7200	-0.00272
-6.02E-5	-8E-4	-7200	-0.00288
-6E-5	-6.4E-4	-7400	-0.0032
-5.98E-5	-6.4E-4	-7400	-0.00288
-5.96E-5	-8E-4	-7400	-0.00304
-5.94E-5	-4.8E-4	-7400	-0.00304
-5.92E-5	-4.8E-4	-7400	-0.00288
-5.9E-5	-6.4E-4	-7400	-0.00272
-5.88E-5	-6.4E-4	-7400	-0.00272
-5.86E-5	-4.8E-4	-7400	-0.00256
-5.84E-5	-6.4E-4	-7400	-0.00256
-5.82E-5	-6.4E-4	-7400	-0.00256
-5.8E-5	-8E-4	-7400	-0.0024
-5.78E-5	-8E-4	-7600	-0.00256
-5.76E-5	-4.8E-4	-7600	-0.0024
-5.74E-5	-4.8E-4	-7600	-0.0024
-5.72E-5	-6.4E-4	-7800	-0.0024
-5.7E-5	-6.4E-4	-7600	-0.0024
-5.68E-5	-4.8E-4	-7600	-0.0024
-5.66E-5	-6.4E-4	-7600	-0.00208
-5.64E-5	-4.8E-4	-7600	-0.00208
-5.62E-5	-6.4E-4	-7800	-0.00208
-5.6E-5	-3.2E-4	-7600	-0.00192
-5.58E-5	-4.8E-4	-7600	-0.00208
-5.56E-5	-4.8E-4	-7600	-0.00176
-5.54E-5	-4.8E-4	-7600	-0.00192
-5.52E-5	-6.4E-4	-7600	-0.00208
-5.5E-5	-4.8E-4	-7600	-0.00192
-5.48E-5	-6.4E-4	-7800	-0.00192
-5.46E-5	-6.4E-4	-7800	-0.00176
-5.44E-5	-3.2E-4	-7800	-0.00176
-5.42E-5	-4.8E-4	-7800	-0.00176
-5.4E-5	-6.4E-4	-7600	-0.00176
-5.38E-5	-3.2E-4	-7600	-0.00176
-5.36E-5	-1.6E-4	-7600	-0.00192
-5.34E-5	-3.2E-4	-7800	-0.0016
-5.32E-5	-3.2E-4	-7600	-0.00128
-5.3E-5	-3.2E-4	-8000	-0.00128
-5.28E-5	-3.2E-4	-7600	-0.00144
-5.26E-5	-1.6E-4	-7800	-0.00144
-5.24E-5	-3.2E-4	-7800	-0.00128
-5.22E-5	-4.8E-4	-7800	-0.00112
-5.2E-5	-1.6E-4	-7800	-0.00128
-5.18E-5	-1.6E-4	-7800	-0.00112
-5.16E-5	-3.2E-4	-7800	-0.00112
-5.14E-5	-4.8E-4	-7800	-0.00112
-5.12E-5	-6.4E-4	-7800	-0.00112
-5.1E-5	0	-7800	-9.6E-4
-5.08E-5	-3.2E-4	-8000	-9.6E-4
-5.06E-5	0	-7800	-8E-4
-5.04E-5	0	-8000	-8E-4
-5.02E-5	0	-7800	-8E-4
-5E-5	-3.2E-4	-7600	-9.6E-4
-4.98E-5	-4.8E-4	-7400	-8E-4
-4.96E-5	-4.8E-4	-8000	-8E-4
-4.94E-5	-1.6E-4	-7600	-8E-4
-4.92E-5	-3.2E-4	-7800	-6.4E-4
-4.9E-5	-1.6E-4	-7800	-6.4E-4
-4.88E-5	-4.8E-4	-7800	-3.2E-4
-4.86E-5	-1.6E-4	-7600	-4.8E-4
-4.84E-5	-3.2E-4	-7800	-3.2E-4
-4.82E-5	-1.6E-4	-7800	-4.8E-4
-4.8E-5	-1.6E-4	-8000	-4.8E-4
-4.78E-5	0	-8000	-3.2E-4
-4.76E-5	-1.6E-4	-7800	-1.6E-4
-4.74E-5	0	-8200	-1.6E-4
-4.72E-5	-1.6E-4	-8000	-3.2E-4
-4.7E-5	0	-8000	0
-4.68E-5	-1.6E-4	-8000	0
-4.66E-5	-1.6E-4	-7800	-1.6E-4
-4.64E-5	-1.6E-4	-8000	1.6E-4
-4.62E-5	1.6E-4	-8000	1.6E-4
-4.6E-5	0	-7800	1.6E-4
-4.58E-5	0	-8000	0
-4.56E-5	0	-7600	0
-4.54E-5	-3.2E-4	-7600	1.6E-4
-4.52E-5	-1.6E-4	-7800	4.8E-4
-4.5E-5	-3.2E-4	-7800	4.8E-4
-4.48E-5	-3.2E-4	-7800	4.8E-4
-4.46E-5	-1.6E-4	-7800	3.2E-4
-4.44E-5	0	-7800	4.8E-4
-4.42E-5	0	-7800	6.4E-4
-4.4E-5	0	-7800	6.4E-4
-4.38E-5	1.6E-4	-7800	6.4E-4
-4.36E-5	1.6E-4	-7800	8E-4
-4.34E-5	-1.6E-4	-7800	8E-4
-4.32E-5	0	-7600	8E-4
-4.3E-5	0	-7600	8E-4
-4.28E-5	1.6E-4	-7600	8E-4
-4.26E-5	0	-7600	8E-4
-4.24E-5	1.6E-4	-7800	9.6E-4
-4.22E-5	-1.6E-4	-7600	9.6E-4
-4.2E-5	1.6E-4	-7800	8E-4
-4.18E-5	-1.6E-4	-7800	9.6E-4
-4.16E-5	-1.6E-4	-7600	0.00112
-4.14E-5	0	-7800	0.00112
-4.12E-5	3.2E-4	-7600	0.00128
-4.1E-5	1.6E-4	-7600	0.00128
-4.08E-5	1.6E-4	-7600	0.00112
-4.06E-5	0	-7600	0.0016
-4.04E-5	3.2E-4	-7200	0.00144
-4.02E-5	0	-7600	0.00144
-4E-5	1.6E-4	-7600	0.0016
-3.98E-5	0	-7400	0.0016
-3.96E-5	1.6E-4	-7400	0.0016
-3.94E-5	3.2E-4	-7400	0.0016
-3.92E-5	1.6E-4	-7600	0.0016
-3.9E-5	0	-7400	0.00176
-3.88E-5	1.6E-4	-7400	0.00192
-3.86E-5	0	-7200	0.00176
-3.84E-5	0	-7400	0.00176
-3.82E-5	3.2E-4	-7400	0.00192
-3.8E-5	1.6E-4	-7400	0.00208
-3.78E-5	1.6E-4	-7400	0.00192
-3.76E-5	3.2E-4	-7400	0.00208
-3.74E-5	1.6E-4	-7400	0.00208
-3.72E-5	3.2E-4	-7200	0.00224
-3.7E-5	1.6E-4	-7400	0.00208
-3.68E-5	1.6E-4	-7400	0.00208
-3.66E-5	3.2E-4	-7200	0.00224
-3.64E-5	1.6E-4	-7000	0.00224
-3.62E-5	3.2E-4	-6800	0.0024
-3.6E-5	3.2E-4	-7000	0.0024
-3.58E-5	1.6E-4	-7200	0.0024
-3.56E-5	1.6E-4	-7200	0.0024
-3.54E-5	1.6E-4	-7000	0.00224
-3.52E-5	1.6E-4	-7200	0.00256
-3.5E-5	3.2E-4	-7000	0.00272
-3.48E-5	1.6E-4	-7000	0.00256
-3.46E-5	4.8E-4	-7000	0.00256
-3.44E-5	3.2E-4	-7000	0.00256
-3.42E-5	1.6E-4	-6800	0.00256
-3.4E-5	3.2E-4	-6800	0.00256
-3.38E-5	4.8E-4	-7000	0.00288
-3.36E-5	1.6E-4	-6800	0.00288
-3.34E-5	3.2E-4	-6600	0.00304
-3.32E-5	4.8E-4	-6600	0.00288
-3.3E-5	6.4E-4	-6400	0.00304
-3.28E-5	4.8E-4	-6600	0.00288
-3.26E-5	4.8E-4	-6600	0.00304
-3.24E-5	3.2E-4	-6600	0.00304
-3.22E-5	4.8E-4	-6600	0.00304
-3.2E-5	3.2E-4	-6600	0.0032
-3.18E-5	4.8E-4	-6400	0.0032
-3.16E-5	3.2E-4	-6600	0.0032
-3.14E-5	1.6E-4	-6400	0.0032
-3.12E-5	6.4E-4	-6400	0.0032
-3.1E-5	4.8E-4	-6600	0.00336
-3.08E-5	4.8E-4	-6600	0.00336
-3.06E-5	6.4E-4	-6200	0.00352
-3.04E-5	6.4E-4	-6200	0.00352
-3.02E-5	4.8E-4	-6400	0.00352
-3E-5	4.8E-4	-6200	0.00352
-2.98E-5	3.2E-4	-6200	0.00368
-2.96E-5	4.8E-4	-6000	0.00352
-2.94E-5	4.8E-4	-6200	0.00368
-2.92E-5	6.4E-4	-6000	0.00368
-2.9E-5	3.2E-4	-6000	0.00384
-2.88E-5	6.4E-4	-6200	0.00384
-2.86E-5	4.8E-4	-6000	0.00384
-2.84E-5	4.8E-4	-5800	0.00384
-2.82E-5	6.4E-4	-6000	0.00384
-2.8E-5	4.8E-4	-5800	0.004
-2.78E-5	4.8E-4	-6000	0.004
-2.76E-5	6.4E-4	-6000	0.00416
-2.74E-5	9.6E-4	-5800	0.004
-2.72E-5	8E-4	-5800	0.004
-2.7E-5	4.8E-4	-5600	0.00432
-2.68E-5	6.4E-4	-5600	0.004
-2.66E-5	6.4E-4	-5600	0.00416
-2.64E-5	8E-4	-5600	0.00432
-2.62E-5	8E-4	-5400	0.00432
-2.6E-5	6.4E-4	-5600	0.00416
-2.58E-5	6.4E-4	-5400	0.00432
-2.56E-5	4.8E-4	-5400	0.00432
-2.54E-5	4.8E-4	-5000	0.00432
-2.52E-5	3.2E-4	-5400	0.00432
-2.5E-5	3.2E-4	-5200	0.00448
-2.48E-5	6.4E-4	-5200	0.00448
-2.46E-5	8E-4	-5000	0.00448
-2.44E-5	9.6E-4	-5000	0.00464
-2.42E-5	6.4E-4	-5000	0.00448
-2.4E-5	8E-4	-5200	0.00464
-2.38E-5	8E-4	-5000	0.00464
-2.36E-5	8E-4	-4800	0.00464
-2.34E-5	6.4E-4	-5000	0.00464
-2.32E-5	6.4E-4	-5000	0.00464
-2.3E-5	8E-4	-4800	0.0048
-2.28E-5	6.4E-4	-5000	0.0048
-2.26E-5	9.6E-4	-4800	0.0048
-2.24E-5	6.4E-4	-4800	0.00496
-2.22E-5	6.4E-4	-4600	0.00496
-2.2E-5	6.4E-4	-4400	0.00496
-2.18E-5	4.8E-4	-4600	0.00496
-2.16E-5	8E-4	-4600	0.00496
-2.14E-5	6.4E-4	-4600	0.00496
-2.12E-5	8E-4	-4400	0.00528
-2.1E-5	6.4E-4	-4400	0.00496
-2.08E-5	8E-4	-4400	0.00528
-2.06E-5	8E-4	-4000	0.00512
-2.04E-5	8E-4	-4400	0.00512
-2.02E-5	6.4E-4	-4200	0.00512
-2E-5	8E-4	-4200	0.00512
-1.98E-5	9.6E-4	-4000	0.00512
-1.96E-5	8E-4	-3800	0.00528
-1.94E-5	6.4E-4	-4000	0.00528
-1.92E-5	8E-4	-4000	0.00528
-1.9E-5	0.00112	-3800	0.00528
-1.88E-5	9.6E-4	-4000	0.00544
-1.86E-5	6.4E-4	-3800	0.00528
-1.84E-5	6.4E-4	-3800	0.00544
-1.82E-5	8E-4	-3400	0.0056
-1.8E-5	9.6E-4	-3800	0.00544
-1.78E-5	8E-4	-3800	0.0056
-1.76E-5	9.6E-4	-3600	0.00544
-1.74E-5	8E-4	-3400	0.0056
-1.72E-5	8E-4	-3400	0.0056
-1.7E-5	8E-4	-3400	0.0056
-1.68E-5	9.6E-4	-3400	0.0056
-1.66E-5	9.6E-4	-3200	0.0056
-1.64E-5	9.6E-4	-3000	0.00576
-1.62E-5	9.6E-4	-3200	0.00576
-1.6E-5	8E-4	-3200	0.00576
-1.58E-5	8E-4	-3200	0.00576
-1.56E-5	8E-4	-3000	0.00576
-1.54E-5	9.6E-4	-3000	0.00576
-1.52E-5	8E-4	-3000	0.0056
-1.5E-5	6.4E-4	-3000	0.00592
-1.48E-5	9.6E-4	-2800	0.00592
-1.46E-5	9.6E-4	-2800	0.00576
-1.44E-5	8E-4	-2800	0.00592
-1.42E-5	9.6E-4	-2800	0.00576
-1.4E-5	9.6E-4	-2800	0.00592
-1.38E-5	6.4E-4	-2600	0.00576
-1.36E-5	9.6E-4	-2400	0.00592
-1.34E-5	9.6E-4	-2200	0.00608
-1.32E-5	8E-4	-2200	0.00608
-1.3E-5	8E-4	-2200	0.00608
-1.28E-5	9.6E-4	-2400	0.00608
-1.26E-5	9.6E-4	-2200	0.00608
-1.24E-5	9.6E-4	-2400	0.00608
-1.22E-5	6.4E-4	-1800	0.00608
-1.2E-5	0.00112	-2200	0.00608
-1.18E-5	9.6E-4	-2200	0.00624
-1.16E-5	8E-4	-2000	0.00608
-1.14E-5	0.00128	-1800	0.00608
-1.12E-5	9.6E-4	-2000	0.00608
-1.1E-5	9.6E-4	-1800	0.00624
-1.08E-5	9.6E-4	-1600	0.00624
-1.06E-5	0.00112	-1800	0.00624
-1.04E-5	0.00112	-1600	0.00608
-1.02E-5	9.6E-4	-1200	0.0064
-1E-5	8E-4	-1600	0.00624
-9.8E-6	0.00112	-1200	0.00624
-9.6E-6	0.00112	-1600	0.0064
-9.4E-6	8E-4	-1200	0.0064
-9.2E-6	9.6E-4	-1400	0.00624
-9E-6	0.00112	-1200	0.0064
-8.8E-6	9.6E-4	-1200	0.00624
-8.6E-6	9.6E-4	-1200	0.00624
-8.4E-6	9.6E-4	-1000	0.0064
-8.2E-6	0.00144	-1000	0.00624
-8E-6	0.00112	-1000	0.0064
-7.8E-6	0.00112	-1000	0.00624
-7.6E-6	0.00112	-1000	0.0064
-7.4E-6	0.00128	-1000	0.0064
-7.2E-6	9.6E-4	-800	0.00624
-7E-6	8E-4	-600	0.0064
-6.8E-6	9.6E-4	-600	0.0064
-6.6E-6	9.6E-4	-600	0.00656
-6.4E-6	0.00128	-400	0.0064
-6.2E-6	9.6E-4	-400	0.0064
-6E-6	0.00128	-400	0.0064
-5.8E-6	9.6E-4	-200	0.0064
-5.6E-6	9.6E-4	-200	0.00656
-5.4E-6	6.4E-4	-200	0.0064
-5.2E-6	9.6E-4	-200	0.0064
-5E-6	0.00112	0	0.00656
-4.8E-6	0.00112	0	0.00656
-4.6E-6	0.00128	0	0.00656
-4.4E-6	9.6E-4	200	0.00624
-4.2E-6	9.6E-4	0	0.0064
-4E-6	9.6E-4	200	0.0064
-3.8E-6	0.00112	200	0.00656
-3.6E-6	0.00112	200	0.00656
-3.4E-6	9.6E-4	400	0.0064
-3.2E-6	0.00112	400	0.00656
-3E-6	9.6E-4	400	0.00624
-2.8E-6	0.00112	600	0.0064
-2.6E-6	0.00112	800	0.0064
-2.4E-6	0.00112	800	0.00624
-2.2E-6	0.00112	800	0.00624
-2E-6	9.6E-4	1000	0.00656
-1.8E-6	9.6E-4	800	0.00672
-1.6E-6	0.00112	1000	0.00656
-1.4E-6	0.00112	1000	0.0064
-1.2E-6	0.00112	800	0.00624
-1E-6	9.6E-4	1000	0.00656
-8E-7	0.00112	1400	0.0064
-6E-7	9.6E-4	1200	0.0064
-4E-7	0.00112	1200	0.0064
-2E-7	0.00112	1400	0.00656
0	0.00112	1400	0.0064
2E-7	9.6E-4	1400	0.00656
4E-7	9.6E-4	1400	0.0064
6E-7	9.6E-4	1600	0.0064
8E-7	0.00128	1600	0.0064
1E-6	0.00112	1800	0.0064
1.2E-6	8E-4	1800	0.0064
1.4E-6	8E-4	1800	0.0064
1.6E-6	9.6E-4	2000	0.0064
1.8E-6	0.00112	1800	0.0064
2E-6	0.00128	1800	0.0064
2.2E-6	9.6E-4	2200	0.0064
2.4E-6	0.00112	2000	0.0064
2.6E-6	0.00112	2000	0.0064
2.8E-6	8E-4	2200	0.0064
3E-6	9.6E-4	2000	0.00624
3.2E-6	0.00112	2400	0.00736
3.4E-6	0.00176	2600	0.00864
3.6E-6	0.00352	2200	0.0064
3.8E-6	0.00288	2400	0.00576
4E-6	0.00208	2400	0.0064
4.2E-6	0.00176	2600	0.00592
4.4E-6	0.0016	2800	0.00624
4.6E-6	0.0024	2600	0.00848
4.8E-6	0.00432	2800	0.00528
5E-6	0.00384	2400	0.00592
5.2E-6	0.00368	2600	0.00576
5.4E-6	0.00256	2600	0.00608
5.6E-6	0.00208	2800	0.00608
5.8E-6	0.00176	2800	0.0064
6E-6	0.00128	2800	0.00656
6.2E-6	0.00128	3000	0.0064
6.4E-6	0.00176	3000	0.00656
6.6E-6	0.0016	3200	0.00656
6.8E-6	0.00192	3000	0.00608
7E-6	0.00128	3200	0.00624
7.2E-6	0.00176	3000	0.00624
7.4E-6	0.00192	3000	0.00608
7.6E-6	0.0016	3400	0.00624
7.8E-6	0.0016	3200	0.00608
8E-6	0.00128	3400	0.00624
8.2E-6	0.00208	3400	0.00608
8.4E-6	0.00272	3600	0.00592
8.6E-6	0.00256	3200	0.00592
8.8E-6	0.00208	3800	0.00608
9E-6	0.00192	3600	0.00624
9.2E-6	0.0016	3600	0.00624
9.4E-6	0.00128	3600	0.00624
9.6E-6	0.00112	3800	0.00624
9.8E-6	0.00112	3800	0.00672
1E-5	0.00176	4000	0.00608
1.02E-5	0.00176	3600	0.0072
1.04E-5	0.00176	4000	0.0064
1.06E-5	0.00256	4000	0.00576
1.08E-5	0.00224	4200	0.0056
1.1E-5	0.00192	4000	0.00608
1.12E-5	0.00176	4200	0.00592
1.14E-5	0.00144	4000	0.0064
1.16E-5	0.0016	4000	0.0056
1.18E-5	0.00192	4200	0.00544
1.2E-5	0.00224	4200	0.0056
1.22E-5	0.00208	4200	0.00576
1.24E-5	0.00192	4200	0.0056
1.26E-5	0.00176	4400	0.0064
1.28E-5	0.00192	4400	0.00672
1.3E-5	0.00384	4400	0.00576
1.32E-5	0.00432	4600	0.00448
1.34E-5	0.00368	4600	0.0048
1.36E-5	0.00288	4400	0.00512
1.38E-5	0.0024	4800	0.00512
1.4E-5	0.00208	4800	0.00528
1.42E-5	0.00176	5000	0.0064
1.44E-5	0.00512	5000	0.004
1.46E-5	0.00496	4600	0.00464
1.48E-5	0.004	4800	0.00496
1.5E-5	0.00352	4800	0.00528
1.52E-5	0.00256	4800	0.00544
1.54E-5	0.00176	5000	0.00544
1.56E-5	0.00176	4800	0.00544
1.58E-5	0.0016	5000	0.00544
1.6E-5	0.00176	5200	0.00528
1.62E-5	0.0016	5000	0.00512
1.64E-5	0.00224	5200	0.00544
1.66E-5	0.00368	5200	0.00704
1.68E-5	0.0048	5400	0.00416
1.7E-5	0.00432	5200	0.00384
1.72E-5	0.00336	5400	0.00416
1.74E-5	0.00288	5400	0.0056
1.76E-5	0.00288	5400	0.00336
1.78E-5	0.0032	5200	0.00512
1.8E-5	0.00416	5400	0.00416
1.82E-5	0.00352	5200	0.00464
1.84E-5	0.00272	5400	0.0048
1.86E-5	0.00208	5400	0.0048
1.88E-5	0.00176	5400	0.00528
1.9E-5	0.00144	5600	0.00528
1.92E-5	0.00144	5600	0.00496
1.94E-5	0.00128	5600	0.0048
1.96E-5	0.00144	5800	0.00496
1.98E-5	0.0016	6200	0.0048
2E-5	0.00352	5800	0.0032
2.02E-5	0.00864	5600	0.00176
2.04E-5	0.00688	5600	0.00288
