Record Length,2500,Points,-2.0000000E-6,200.00000000,,Record Length,2500,Points,-2.0000000E-6,96.000000834E-3,,Record Length,2500,Points,-2.0000000E-6,959.999978542E-3,
Sample Interval,100.0000012E-9,s,-1.9000000E-6,600.000000000,,Sample Interval,100.0000012E-9,s,-1.9000000E-6,88.000006974E-3,,Sample Interval,100.0000012E-9,s,-1.9000000E-6,939.999997616E-3,
Trigger Point,19.9999997,Samples,-1.7999999E-6,400.00000000,,Trigger Point,19.9999997,Samples,-1.7999999E-6,88.000006974E-3,,Trigger Point,19.9999997,Samples,-1.7999999E-6,959.999978542E-3,
,,,-1.7000000E-6,400.00000000,,,,,-1.7000000E-6,96.000000834E-3,,,,,-1.7000000E-6,959.999978542E-3,
,,,-1.6000000E-6,400.00000000,,,,,-1.6000000E-6,96.000000834E-3,,,,,-1.6000000E-6,959.999978542E-3,
,,,-1.4999999E-6,200.00000000,,,,,-1.4999999E-6,88.000006974E-3,,,,,-1.4999999E-6,959.999978542E-3,
Source,CH1,,-1.4000000E-6,400.00000000,,Source,CH2,,-1.4000000E-6,80.000005662E-3,,Source,CH4,,-1.4000000E-6,959.999978542E-3,
Vertical Units,Volts,,-1.3000000E-6,400.00000000,,Vertical Units,Volts,,-1.3000000E-6,88.000006974E-3,,Vertical Units,Volts,,-1.3000000E-6,939.999997616E-3,
Vertical Scale,5.00000024E3,,-1.2000000E-6,400.00000000,,Vertical Scale,200.00000950E-3,,-1.2000000E-6,96.000000834E-3,,Vertical Scale,499.999988824E-3,,-1.2000000E-6,959.999978542E-3,
Vertical Offset,0,,-1.1000000E-6,600.000000000,,Vertical Offset,0,,-1.1000000E-6,96.000000834E-3,,Vertical Offset,0,,-1.1000000E-6,919.999957085E-3,
Horizontal Units,s,,-1.000000E-6,600.000000000,,Horizontal Units,s,,-1.000000E-6,96.000000834E-3,,Horizontal Units,s,,-1.000000E-6,939.999997616E-3,
Horizontal Scale,25.00000029E-6,,-899.999974990E-9,400.00000000,,Horizontal Scale,25.00000029E-6,,-899.999974990E-9,96.000000834E-3,,Horizontal Scale,25.00000029E-6,,-899.999974990E-9,979.999959469E-3,
