Record Length,2500,Points,-171.99998547E-6,3.60000017E3,,Record Length,2500,Points,-171.99998547E-6,148.0000019E-3,,Record Length,2500,Points,-171.99998547E-6,2.6399999,
Sample Interval,100.0000012E-9,s,-171.89998471E-6,3.80000018E3,,Sample Interval,100.0000012E-9,s,-171.89998471E-6,148.0000019E-3,,Sample Interval,100.0000012E-9,s,-171.89998471E-6,2.79999995,
Trigger Point,1.7199999E3,Samples,-171.79998395E-6,3.60000017E3,,Trigger Point,1.7199999E3,Samples,-171.79998395E-6,148.0000019E-3,,Trigger Point,1.7199999E3,Samples,-171.79998395E-6,1.6799999,
,,,-171.69998318E-6,3.80000018E3,,,,,-171.69998318E-6,148.0000019E-3,,,,,-171.69998318E-6,1.6799999,
,,,-171.59998242E-6,3.60000017E3,,,,,-171.59998242E-6,140.0000006E-3,,,,,-171.59998242E-6,1.5999999,
,,,-171.49998166E-6,3.80000018E3,,,,,-171.49998166E-6,156.00000322E-3,,,,,-171.49998166E-6,1.6799999,
Source,CH1,,-171.39998090E-6,4.00000019E3,,Source,CH3,,-171.39998090E-6,152.00001001E-3,,Source,CH4,,-171.39998090E-6,1.7600000,
Vertical Units,Volts,,-171.29998014E-6,4.00000019E3,,Vertical Units,Volts,,-171.29998014E-6,148.0000019E-3,,Vertical Units,Volts,,-171.29998014E-6,1.6799999,
Vertical Scale,5.00000024E3,,-171.19997938E-6,3.80000018E3,,Vertical Scale,100.0000047E-3,,-171.19997938E-6,148.0000019E-3,,Vertical Scale,2.0000000,,-171.19997938E-6,1.5999999,
Vertical Offset,0,,-171.09997862E-6,4.00000019E3,,Vertical Offset,0,,-171.09997862E-6,144.0000087E-3,,Vertical Offset,0,,-171.09997862E-6,1.5200000,
Horizontal Units,s,,-170.99999241E-6,4.00000019E3,,Horizontal Units,s,,-170.99999241E-6,144.0000087E-3,,Horizontal Units,s,,-170.99999241E-6,1.5200000,
Horizontal Scale,25.00000029E-6,,-170.89999164E-6,4.20000020E3,,Horizontal Scale,25.00000029E-6,,-170.89999164E-6,148.0000019E-3,,Horizontal Scale,25.00000029E-6,,-170.89999164E-6,1.6799999,
Pt Fmt,Y,,-170.79999088E-6,4.20000020E3,,Pt Fmt,Y,,-170.79999088E-6,144.0000087E-3,,Pt Fmt,Y,,-170.79999088E-6,1.5999999,
Yzero,80.000000000E-3,,-170.69999012E-6,4.00000019E3,,Yzero,-1.9200000,,-170.69999012E-6,148.0000019E-3,,Yzero,-760.000000000E-3,,-170.69999012E-6,1.5999999,
Probe Atten,1.0000000E3,,-170.59998936E-6,4.20000020E3,,Probe Atten,1.000000,,-170.59998936E-6,144.0000087E-3,,Probe Atten,10.0000000,,-170.59998936E-6,1.5999999,
,,,-170.49998860E-6,4.00000019E3,,,,,-170.49998860E-6,180.00000715E-3,,,,,-170.49998860E-6,1.6799999,
Note,TDS 2004B - 3:56:54 p. m.   21/8/2018,,-170.39998784E-6,4.20000020E3,,Note,TDS 2004B - 3:56:54 p. m.   21/8/2018,,-170.39998784E-6,172.00000584E-3,,Note,TDS 2004B - 3:56:54 p. m.   21/8/2018,,-170.39998784E-6,1.4399999,
,,,-170.29998708E-6,4.20000020E3,,,,,-170.29998708E-6,188.00000846E-3,,,,,-170.29998708E-6,1.5999999,
,,,-170.19998631E-6,4.20000020E3,,,,,-170.19998631E-6,188.00000846E-3,,,,,-170.19998631E-6,1.5999999,
,,,-170.09998555E-6,4.60000022E3,,,,,-170.09998555E-6,156.00000322E-3,,,,,-170.09998555E-6,1.5200000,
,,,-169.99998479E-6,4.00000019E3,,,,,-169.99998479E-6,156.00000322E-3,,,,,-169.99998479E-6,1.4399999,
,,,-169.89998403E-6,4.40000021E3,,,,,-169.89998403E-6,160.00001132E-3,,,,,-169.89998403E-6,1.5200000,
,,,-169.79998327E-6,4.20000020E3,,,,,-169.79998327E-6,156.00000322E-3,,,,,-169.79998327E-6,1.8399999,
,,,-169.69998251E-6,4.40000021E3,,,,,-169.69998251E-6,156.00000322E-3,,,,,-169.69998251E-6,1.7600000,
,,,-169.59998175E-6,4.40000021E3,,,,,-169.59998175E-6,152.00001001E-3,,,,,-169.59998175E-6,1.5999999,
,,,-169.49998098E-6,4.20000020E3,,,,,-169.49998098E-6,140.0000006E-3,,,,,-169.49998098E-6,1.5999999,
,,,-169.39998022E-6,4.60000022E3,,,,,-169.39998022E-6,148.0000019E-3,,,,,-169.39998022E-6,1.5200000,
,,,-169.29997946E-6,4.40000021E3,,,,,-169.29997946E-6,144.0000087E-3,,,,,-169.29997946E-6,1.5999999,
,,,-169.19997870E-6,4.60000022E3,,,,,-169.19997870E-6,144.0000087E-3,,,,,-169.19997870E-6,1.4399999,
,,,-169.09999249E-6,4.60000022E3,,,,,-169.09999249E-6,152.00001001E-3,,,,,-169.09999249E-6,1.5200000,
,,,-168.99999173E-6,4.60000022E3,,,,,-168.99999173E-6,148.0000019E-3,,,,,-168.99999173E-6,2.4800000,
,,,-168.89999097E-6,4.40000021E3,,,,,-168.89999097E-6,144.0000087E-3,,,,,-168.89999097E-6,2.96000004,
,,,-168.79999021E-6,4.60000022E3,,,,,-168.79999021E-6,144.0000087E-3,,,,,-168.79999021E-6,1.2800000,
,,,-168.69998944E-6,4.60000022E3,,,,,-168.69998944E-6,144.0000087E-3,,,,,-168.69998944E-6,1.1999999,
,,,-168.59998868E-6,4.40000021E3,,,,,-168.59998868E-6,176.00001395E-3,,,,,-168.59998868E-6,1.4399999,
,,,-168.49998792E-6,4.60000022E3,,,,,-168.49998792E-6,168.00001264E-3,,,,,-168.49998792E-6,1.5200000,
,,,-168.39998716E-6,4.60000022E3,,,,,-168.39998716E-6,248.00001085E-3,,,,,-168.39998716E-6,1.3600000,
,,,-168.29998640E-6,4.40000021E3,,,,,-168.29998640E-6,172.00000584E-3,,,,,-168.29998640E-6,1.4399999,
,,,-168.19998564E-6,4.60000022E3,,,,,-168.19998564E-6,164.00000453E-3,,,,,-168.19998564E-6,1.5999999,
,,,-168.09998488E-6,4.80000023E3,,,,,-168.09998488E-6,156.00000322E-3,,,,,-168.09998488E-6,1.5200000,
,,,-167.99998411E-6,4.40000021E3,,,,,-167.99998411E-6,156.00000322E-3,,,,,-167.99998411E-6,1.4399999,
,,,-167.89998335E-6,4.80000023E3,,,,,-167.89998335E-6,168.00001264E-3,,,,,-167.89998335E-6,2.3199999,
,,,-167.79998259E-6,4.80000023E3,,,,,-167.79998259E-6,164.00000453E-3,,,,,-167.79998259E-6,2.3999999,
,,,-167.69998183E-6,5.00000024E3,,,,,-167.69998183E-6,156.00000322E-3,,,,,-167.69998183E-6,4.48000002,
,,,-167.59998107E-6,5.00000024E3,,,,,-167.59998107E-6,152.00001001E-3,,,,,-167.59998107E-6,1.4399999,
,,,-167.49998031E-6,4.80000023E3,,,,,-167.49998031E-6,156.00000322E-3,,,,,-167.49998031E-6,1.5999999,
,,,-167.39997955E-6,5.00000024E3,,,,,-167.39997955E-6,156.00000322E-3,,,,,-167.39997955E-6,2.0799999,
,,,-167.29997878E-6,5.00000024E3,,,,,-167.29997878E-6,168.00001264E-3,,,,,-167.29997878E-6,2.0799999,
,,,-167.19999257E-6,5.00000024E3,,,,,-167.19999257E-6,168.00001264E-3,,,,,-167.19999257E-6,1.4399999,
,,,-167.09999181E-6,5.20000025E3,,,,,-167.09999181E-6,164.00000453E-3,,,,,-167.09999181E-6,1.5200000,
,,,-166.99999105E-6,5.00000024E3,,,,,-166.99999105E-6,160.00001132E-3,,,,,-166.99999105E-6,1.4399999,
,,,-166.89999029E-6,5.40000026E3,,,,,-166.89999029E-6,156.00000322E-3,,,,,-166.89999029E-6,1.4399999,
,,,-166.79998953E-6,5.00000024E3,,,,,-166.79998953E-6,152.00001001E-3,,,,,-166.79998953E-6,1.4399999,
,,,-166.69998877E-6,5.40000026E3,,,,,-166.69998877E-6,152.00001001E-3,,,,,-166.69998877E-6,1.5200000,
