
"Time";"NO";"NO2";"CO";"NOx";"PumpFlow";
"9/28/2018 16:41:11";"438";"29";"4";"467";"91.6";
"9/28/2018 16:41:12";"438";"30";"5";"468";"91.6";
"9/28/2018 16:41:14";"437";"30";"6";"467";"91.6";
"9/28/2018 16:41:15";"437";"30";"6";"467";"91.6";
"9/28/2018 16:41:17";"436";"31";"6";"467";"91.6";
"9/28/2018 16:41:18";"436";"31";"6";"467";"91.6";
"9/28/2018 16:41:20";"435";"31";"6";"466";"91.6";
"9/28/2018 16:41:21";"435";"31";"6";"466";"91.5";
"9/28/2018 16:41:23";"435";"32";"6";"467";"91.5";
"9/28/2018 16:41:24";"435";"32";"5";"467";"91.5";
"9/28/2018 16:41:26";"435";"33";"4";"468";"91.5";
"9/28/2018 16:41:28";"435";"33";"3";"468";"91.5";
"9/28/2018 16:41:29";"435";"34";"1";"469";"91.5";
"9/28/2018 16:41:31";"435";"34";"2";"469";"91.6";
"9/28/2018 16:41:33";"435";"34";"3";"469";"91.6";
"9/28/2018 16:41:34";"435";"34";"4";"469";"91.7";
"9/28/2018 16:41:36";"434";"35";"4";"469";"91.7";
"9/28/2018 16:41:37";"434";"35";"4";"469";"91.7";
"9/28/2018 16:41:39";"434";"35";"5";"469";"91.7";
"9/28/2018 16:41:41";"434";"35";"5";"469";"91.7";
"9/28/2018 16:41:42";"434";"36";"5";"470";"91.7";
"9/28/2018 16:41:44";"434";"36";"5";"470";"91.6";
"9/28/2018 16:41:46";"433";"36";"6";"469";"91.6";
"9/28/2018 16:41:47";"433";"36";"4";"469";"91.6";
"9/28/2018 16:41:49";"433";"37";"4";"470";"91.6";
"9/28/2018 16:41:51";"432";"37";"4";"469";"91.6";
"9/28/2018 16:41:52";"432";"37";"3";"469";"91.6";
"9/28/2018 16:41:54";"432";"38";"3";"470";"91.7";
"9/28/2018 16:41:55";"431";"38";"3";"469";"91.7";
"9/28/2018 16:41:57";"431";"38";"3";"469";"91.7";
"9/28/2018 16:41:58";"430";"38";"3";"468";"91.7";
"9/28/2018 16:42:00";"429";"39";"3";"468";"91.7";
"9/28/2018 16:42:01";"429";"39";"3";"468";"91.7";
"9/28/2018 16:42:03";"428";"39";"3";"467";"91.7";
"9/28/2018 16:42:04";"428";"39";"3";"467";"91.7";
"9/28/2018 16:42:06";"427";"39";"3";"466";"91.7";
"9/28/2018 16:42:08";"427";"40";"3";"467";"91.7";
