
"Time";"NO";"NO2";"CO";"NOx";"PumpFlow";
"10/9/2018 12:32:21";"0";"0";"0";"0";"79.2";
"10/9/2018 12:32:22";"0";"0";"0";"0";"77.9";
"10/9/2018 12:32:23";"0";"1";"0";"1";"76.6";
"10/9/2018 12:32:24";"0";"1";"0";"1";"75.3";
"10/9/2018 12:32:25";"0";"2";"1";"1";"74.2";
"10/9/2018 12:32:26";"0";"3";"2";"2";"73.0";
"10/9/2018 12:32:27";"0";"3";"2";"3";"71.9";
"10/9/2018 12:32:28";"0";"4";"3";"4";"70.8";
"10/9/2018 12:32:29";"0";"5";"2";"5";"69.7";
"10/9/2018 12:32:30";"0";"5";"2";"5";"67.8";
"10/9/2018 12:32:32";"0";"6";"3";"6";"66.8";
"10/9/2018 12:32:33";"0";"6";"3";"6";"65.9";
"10/9/2018 12:32:34";"0";"8";"3";"8";"65.0";
"10/9/2018 12:32:35";"0";"8";"3";"8";"64.0";
"10/9/2018 12:32:36";"0";"9";"5";"9";"63.1";
"10/9/2018 12:32:37";"0";"10";"5";"10";"62.3";
"10/9/2018 12:32:38";"0";"10";"6";"10";"61.5";
"10/9/2018 12:32:39";"0";"11";"6";"10";"60.8";
"10/9/2018 12:32:40";"0";"11";"6";"11";"60.0";
"10/9/2018 12:32:41";"0";"11";"6";"11";"59.3";
"10/9/2018 12:32:42";"0";"11";"6";"11";"58.6";
"10/9/2018 12:32:43";"0";"11";"6";"11";"58.0";
"10/9/2018 12:32:44";"0";"12";"6";"12";"56.6";
"10/9/2018 12:32:46";"0";"12";"8";"12";"56.0";
"10/9/2018 12:32:47";"0";"12";"8";"12";"55.4";
"10/9/2018 12:32:48";"0";"12";"6";"12";"54.9";
"10/9/2018 12:32:49";"0";"13";"8";"13";"54.3";
"10/9/2018 12:32:50";"0";"13";"6";"13";"53.7";
"10/9/2018 12:32:51";"0";"13";"6";"13";"53.1";
"10/9/2018 12:32:52";"0";"13";"6";"13";"52.6";
"10/9/2018 12:32:53";"0";"13";"6";"13";"52.1";
"10/9/2018 12:32:54";"0";"13";"6";"13";"51.7";
"10/9/2018 12:32:55";"0";"13";"8";"13";"51.2";
"10/9/2018 12:32:56";"0";"13";"8";"13";"50.7";
"10/9/2018 12:32:57";"0";"13";"8";"13";"50.2";
"10/9/2018 12:32:58";"0";"13";"8";"13";"49.2";
"10/9/2018 12:33:00";"0";"13";"8";"13";"48.8";
"10/9/2018 12:33:01";"0";"14";"8";"14";"48.3";
"10/9/2018 12:33:02";"0";"14";"8";"14";"48.0";
"10/9/2018 12:33:03";"0";"14";"8";"14";"47.5";
"10/9/2018 12:33:04";"0";"14";"8";"14";"47.1";
"10/9/2018 12:33:05";"0";"14";"8";"14";"46.7";
"10/9/2018 12:33:06";"0";"14";"8";"14";"46.3";
"10/9/2018 12:33:07";"0";"14";"8";"14";"45.9";
"10/9/2018 12:33:08";"0";"14";"8";"14";"45.5";
"10/9/2018 12:33:09";"0";"14";"8";"14";"45.1";
"10/9/2018 12:33:10";"0";"14";"8";"14";"44.8";
"10/9/2018 12:33:11";"0";"13";"8";"13";"44.1";
"10/9/2018 12:33:13";"0";"13";"6";"13";"43.8";
"10/9/2018 12:33:14";"0";"13";"8";"13";"43.4";
"10/9/2018 12:33:15";"0";"13";"8";"13";"43.1";
"10/9/2018 12:33:16";"0";"13";"8";"13";"42.8";
"10/9/2018 12:33:17";"0";"13";"8";"13";"42.4";
"10/9/2018 12:33:18";"0";"13";"6";"13";"42.1";
"10/9/2018 12:33:19";"0";"13";"6";"13";"41.8";
"10/9/2018 12:33:20";"0";"13";"6";"13";"41.6";
"10/9/2018 12:33:21";"0";"13";"8";"13";"41.2";
"10/9/2018 12:33:22";"0";"13";"6";"13";"40.9";
"10/9/2018 12:33:23";"0";"13";"6";"13";"40.3";
"10/9/2018 12:33:25";"0";"13";"6";"13";"40.1";
"10/9/2018 12:33:26";"0";"13";"6";"13";"39.8";
"10/9/2018 12:33:27";"0";"13";"8";"13";"39.5";
"10/9/2018 12:33:28";"0";"13";"8";"13";"39.3";
"10/9/2018 12:33:29";"0";"13";"9";"13";"39.1";
"10/9/2018 12:33:30";"0";"13";"8";"13";"38.8";
"10/9/2018 12:33:31";"0";"13";"8";"13";"38.6";
"10/9/2018 12:33:32";"0";"13";"6";"13";"38.4";
"10/9/2018 12:33:33";"0";"13";"8";"13";"38.3";
"10/9/2018 12:33:34";"0";"13";"8";"13";"38.1";
"10/9/2018 12:33:35";"0";"13";"6";"13";"37.8";
"10/9/2018 12:33:36";"0";"13";"6";"13";"37.4";
"10/9/2018 12:33:38";"0";"13";"8";"13";"37.2";
"10/9/2018 12:33:39";"0";"13";"8";"13";"37.0";
"10/9/2018 12:33:40";"0";"13";"8";"13";"36.7";
"10/9/2018 12:33:41";"0";"13";"8";"13";"36.5";
"10/9/2018 12:33:42";"0";"13";"8";"13";"36.3";
"10/9/2018 12:33:43";"0";"13";"8";"13";"36.0";
"10/9/2018 12:33:44";"0";"13";"8";"13";"35.8";
"10/9/2018 12:33:45";"0";"13";"6";"13";"35.6";
"10/9/2018 12:33:46";"0";"13";"6";"13";"35.4";
"10/9/2018 12:33:47";"0";"13";"6";"13";"35.2";
"10/9/2018 12:33:48";"0";"13";"6";"13";"35.0";
"10/9/2018 12:33:49";"0";"13";"6";"13";"35.0";
"10/9/2018 12:33:50";"0";"13";"6";"13";"34.6";
"10/9/2018 12:33:52";"0";"13";"6";"13";"34.4";
"10/9/2018 12:33:53";"0";"13";"6";"13";"34.2";
"10/9/2018 12:33:54";"0";"13";"5";"13";"34.1";
"10/9/2018 12:33:55";"0";"13";"6";"13";"33.9";
"10/9/2018 12:33:56";"0";"13";"6";"13";"33.8";
"10/9/2018 12:33:57";"0";"13";"6";"13";"33.6";
"10/9/2018 12:33:58";"0";"13";"6";"13";"33.5";
"10/9/2018 12:33:59";"0";"13";"6";"13";"33.1";
"10/9/2018 12:34:01";"0";"13";"6";"13";"33.0";
"10/9/2018 12:34:02";"0";"13";"6";"13";"32.8";
"10/9/2018 12:34:03";"0";"13";"6";"13";"32.7";
"10/9/2018 12:34:04";"0";"13";"6";"13";"32.5";
"10/9/2018 12:34:05";"0";"13";"6";"13";"32.4";
"10/9/2018 12:34:06";"0";"13";"8";"13";"32.2";
"10/9/2018 12:34:07";"0";"13";"8";"13";"32.1";
"10/9/2018 12:34:08";"0";"13";"6";"13";"31.9";
"10/9/2018 12:34:09";"0";"13";"6";"13";"31.8";
"10/9/2018 12:34:10";"0";"14";"6";"14";"31.7";
"10/9/2018 12:34:11";"0";"13";"6";"13";"31.6";
"10/9/2018 12:34:12";"0";"13";"6";"13";"31.5";
"10/9/2018 12:34:14";"0";"13";"6";"13";"31.2";
"10/9/2018 12:34:15";"0";"13";"6";"13";"31.1";
"10/9/2018 12:34:16";"0";"13";"5";"13";"31.0";
"10/9/2018 12:34:17";"0";"13";"6";"13";"30.8";
"10/9/2018 12:34:18";"0";"13";"6";"13";"30.7";
"10/9/2018 12:34:19";"0";"13";"6";"13";"30.6";
"10/9/2018 12:34:20";"0";"13";"4";"13";"30.5";
"10/9/2018 12:34:21";"0";"13";"4";"13";"30.4";
"10/9/2018 12:34:22";"0";"13";"4";"13";"30.2";
"10/9/2018 12:34:23";"0";"13";"4";"13";"30.1";
"10/9/2018 12:34:24";"0";"13";"4";"13";"30.4";
"10/9/2018 12:34:26";"0";"13";"5";"13";"31.7";
"10/9/2018 12:34:27";"0";"13";"5";"13";"34.0";
"10/9/2018 12:34:28";"0";"13";"6";"13";"37.2";
"10/9/2018 12:34:29";"0";"13";"6";"13";"41.6";
"10/9/2018 12:34:30";"0";"13";"6";"13";"46.5";
"10/9/2018 12:34:31";"0";"13";"6";"13";"51.7";
"10/9/2018 12:34:32";"0";"13";"6";"13";"56.8";
"10/9/2018 12:34:33";"0";"13";"6";"13";"61.8";
"10/9/2018 12:34:34";"0";"13";"6";"13";"66.5";
"10/9/2018 12:34:35";"0";"13";"6";"13";"70.5";
"10/9/2018 12:34:36";"0";"13";"6";"13";"76.3";
"10/9/2018 12:34:38";"0";"13";"6";"13";"78.3";
"10/9/2018 12:34:39";"0";"13";"6";"13";"80.1";
"10/9/2018 12:34:40";"0";"13";"6";"13";"81.7";
"10/9/2018 12:34:41";"0";"13";"8";"13";"83.5";
"10/9/2018 12:34:42";"0";"13";"9";"13";"85.4";
"10/9/2018 12:34:43";"0";"13";"8";"13";"87.6";
"10/9/2018 12:34:44";"0";"13";"5";"13";"89.8";
"10/9/2018 12:34:45";"0";"13";"6";"13";"91.8";
"10/9/2018 12:34:46";"2";"12";"6";"14";"93.5";
"10/9/2018 12:34:47";"2";"12";"8";"14";"94.8";
"10/9/2018 12:34:48";"6";"12";"8";"18";"95.7";
"10/9/2018 12:34:49";"11";"12";"8";"23";"97.0";
"10/9/2018 12:34:50";"17";"12";"8";"29";"97.5";
"10/9/2018 12:34:52";"23";"12";"9";"35";"97.9";
"10/9/2018 12:34:53";"31";"12";"9";"43";"98.1";
"10/9/2018 12:34:54";"40";"12";"9";"52";"98.2";
"10/9/2018 12:34:55";"49";"11";"9";"60";"98.2";
"10/9/2018 12:34:56";"59";"11";"9";"70";"98.2";
"10/9/2018 12:34:57";"70";"10";"8";"80";"98.1";
"10/9/2018 12:34:58";"82";"10";"9";"92";"98.0";
"10/9/2018 12:34:59";"108";"10";"9";"105";"97.9";
"10/9/2018 12:35:00";"120";"9";"10";"129";"97.9";
"10/9/2018 12:35:01";"120";"9";"10";"129";"97.9";
"10/9/2018 12:35:02";"133";"10";"9";"143";"98.1";
"10/9/2018 12:35:03";"145";"10";"9";"155";"98.3";
"10/9/2018 12:35:05";"156";"10";"10";"166";"98.5";
"10/9/2018 12:35:06";"167";"10";"10";"177";"98.7";
"10/9/2018 12:35:07";"178";"10";"11";"188";"98.9";
"10/9/2018 12:35:08";"188";"10";"11";"198";"99.2";
"10/9/2018 12:35:09";"197";"11";"11";"208";"99.5";
"10/9/2018 12:35:10";"205";"11";"10";"216";"99.9";
"10/9/2018 12:35:11";"213";"12";"10";"225";"100.5";
"10/9/2018 12:35:12";"226";"13";"9";"232";"101.3";
"10/9/2018 12:35:13";"232";"13";"10";"245";"102.0";
"10/9/2018 12:35:14";"236";"14";"10";"250";"102.8";
"10/9/2018 12:35:15";"240";"14";"9";"254";"103.6";
"10/9/2018 12:35:16";"240";"15";"8";"255";"104.7";
"10/9/2018 12:35:18";"244";"16";"8";"260";"104.9";
"10/9/2018 12:35:19";"247";"16";"8";"263";"104.9";
"10/9/2018 12:35:20";"251";"16";"9";"267";"104.7";
"10/9/2018 12:35:21";"251";"16";"9";"267";"104.4";
"10/9/2018 12:35:22";"256";"17";"10";"273";"104.2";
"10/9/2018 12:35:23";"257";"17";"10";"274";"103.9";
"10/9/2018 12:35:24";"259";"18";"6";"277";"103.8";
"10/9/2018 12:35:25";"263";"19";"6";"279";"103.7";
"10/9/2018 12:35:26";"265";"19";"8";"284";"103.6";
"10/9/2018 12:35:27";"267";"19";"9";"286";"103.5";
"10/9/2018 12:35:28";"269";"20";"8";"289";"103.5";
"10/9/2018 12:35:29";"271";"20";"8";"291";"103.3";
"10/9/2018 12:35:30";"271";"20";"8";"291";"103.2";
"10/9/2018 12:35:32";"274";"20";"8";"294";"103.1";
"10/9/2018 12:35:33";"276";"20";"9";"296";"103.0";
"10/9/2018 12:35:34";"279";"20";"9";"299";"102.9";
"10/9/2018 12:35:35";"282";"21";"9";"303";"102.8";
"10/9/2018 12:35:36";"285";"21";"6";"306";"102.7";
"10/9/2018 12:35:37";"287";"21";"6";"308";"102.7";
"10/9/2018 12:35:38";"290";"21";"6";"311";"102.6";
"10/9/2018 12:35:39";"296";"21";"6";"317";"102.6";
"10/9/2018 12:35:40";"299";"22";"6";"321";"102.6";
"10/9/2018 12:35:41";"301";"22";"6";"323";"102.5";
"10/9/2018 12:35:42";"304";"22";"8";"326";"102.5";
"10/9/2018 12:35:43";"306";"22";"8";"328";"102.5";
"10/9/2018 12:35:45";"309";"22";"8";"331";"102.5";
"10/9/2018 12:35:46";"309";"22";"8";"331";"102.5";
"10/9/2018 12:35:47";"311";"23";"8";"334";"102.4";
"10/9/2018 12:35:48";"311";"23";"8";"334";"102.4";
"10/9/2018 12:35:49";"315";"23";"6";"338";"102.4";
"10/9/2018 12:35:50";"317";"23";"6";"340";"102.3";
"10/9/2018 12:35:51";"319";"23";"6";"342";"102.3";
"10/9/2018 12:35:52";"324";"23";"6";"345";"102.3";
"10/9/2018 12:35:53";"327";"23";"5";"350";"102.3";
"10/9/2018 12:35:54";"329";"23";"5";"352";"102.3";
"10/9/2018 12:35:55";"332";"23";"5";"355";"102.3";
"10/9/2018 12:35:56";"335";"23";"5";"358";"102.2";
"10/9/2018 12:35:58";"337";"23";"6";"360";"102.1";
"10/9/2018 12:35:59";"340";"23";"4";"363";"102.0";
"10/9/2018 12:36:00";"340";"23";"4";"363";"102.0";
"10/9/2018 12:36:01";"340";"23";"4";"363";"101.9";
"10/9/2018 12:36:02";"345";"23";"4";"368";"101.9";
"10/9/2018 12:36:03";"347";"23";"4";"370";"101.9";
"10/9/2018 12:36:04";"350";"23";"4";"373";"101.9";
"10/9/2018 12:36:05";"355";"23";"3";"375";"101.8";
"10/9/2018 12:36:06";"358";"24";"3";"382";"101.7";
"10/9/2018 12:36:07";"360";"24";"4";"384";"101.6";
"10/9/2018 12:36:08";"363";"24";"4";"387";"101.5";
"10/9/2018 12:36:09";"365";"24";"4";"389";"101.4";
"10/9/2018 12:36:10";"368";"24";"4";"392";"101.2";
"10/9/2018 12:36:12";"370";"24";"5";"394";"101.2";
"10/9/2018 12:36:13";"373";"24";"4";"397";"101.2";
"10/9/2018 12:36:14";"375";"24";"3";"399";"101.2";
"10/9/2018 12:36:15";"375";"24";"4";"399";"101.1";
"10/9/2018 12:36:16";"378";"24";"3";"402";"101.1";
"10/9/2018 12:36:17";"381";"24";"3";"405";"101.0";
"10/9/2018 12:36:18";"383";"24";"4";"407";"101.0";
"10/9/2018 12:36:19";"388";"24";"4";"410";"101.0";
"10/9/2018 12:36:20";"391";"24";"4";"415";"101.0";
"10/9/2018 12:36:21";"393";"23";"4";"416";"101.0";
"10/9/2018 12:36:22";"396";"24";"4";"420";"100.9";
"10/9/2018 12:36:23";"398";"23";"2";"421";"100.9";
"10/9/2018 12:36:24";"400";"23";"2";"423";"100.9";
"10/9/2018 12:36:26";"402";"23";"2";"425";"100.9";
"10/9/2018 12:36:27";"404";"23";"2";"427";"101.0";
"10/9/2018 12:36:28";"404";"23";"2";"427";"101.0";
"10/9/2018 12:36:29";"409";"23";"2";"432";"101.0";
"10/9/2018 12:36:30";"409";"23";"2";"432";"101.0";
"10/9/2018 12:36:31";"411";"23";"2";"434";"100.9";
"10/9/2018 12:36:32";"415";"23";"1";"436";"100.9";
"10/9/2018 12:36:33";"417";"22";"2";"439";"100.9";
"10/9/2018 12:36:34";"419";"22";"2";"441";"100.9";
"10/9/2018 12:36:35";"421";"22";"1";"443";"100.9";
"10/9/2018 12:36:36";"423";"22";"1";"445";"100.9";
"10/9/2018 12:36:38";"425";"22";"2";"447";"100.9";
"10/9/2018 12:36:39";"427";"22";"2";"449";"100.8";
"10/9/2018 12:36:40";"429";"22";"2";"451";"100.7";
"10/9/2018 12:36:41";"431";"22";"2";"453";"100.7";
"10/9/2018 12:36:42";"433";"21";"2";"454";"100.6";
"10/9/2018 12:36:43";"435";"21";"2";"456";"100.6";
"10/9/2018 12:36:44";"435";"21";"2";"456";"100.5";
"10/9/2018 12:36:45";"439";"21";"1";"458";"100.5";
"10/9/2018 12:36:46";"441";"21";"2";"462";"100.5";
"10/9/2018 12:36:47";"443";"21";"2";"464";"100.5";
"10/9/2018 12:36:48";"444";"20";"2";"464";"100.4";
"10/9/2018 12:36:49";"446";"20";"2";"466";"100.0";
"10/9/2018 12:36:51";"448";"20";"2";"468";"99.8";
"10/9/2018 12:36:52";"449";"19";"2";"468";"99.5";
"10/9/2018 12:36:53";"449";"19";"2";"468";"99.3";
"10/9/2018 12:36:54";"453";"19";"1";"472";"99.1";
"10/9/2018 12:36:55";"454";"19";"1";"473";"99.0";
"10/9/2018 12:36:56";"456";"19";"0";"475";"98.9";
"10/9/2018 12:36:57";"460";"18";"1";"477";"98.9";
"10/9/2018 12:36:58";"460";"18";"1";"478";"98.9";
"10/9/2018 12:36:59";"461";"17";"1";"478";"98.8";
"10/9/2018 12:37:00";"463";"17";"2";"480";"98.8";
"10/9/2018 12:37:01";"464";"17";"2";"481";"98.7";
"10/9/2018 12:37:03";"465";"17";"0";"482";"98.7";
"10/9/2018 12:37:04";"467";"17";"0";"484";"98.6";
"10/9/2018 12:37:05";"468";"17";"0";"485";"98.5";
"10/9/2018 12:37:06";"470";"16";"0";"486";"98.5";
"10/9/2018 12:37:07";"473";"16";"0";"488";"98.4";
"10/9/2018 12:37:08";"474";"16";"0";"490";"98.4";
"10/9/2018 12:37:09";"475";"15";"0";"490";"98.3";
"10/9/2018 12:37:10";"476";"15";"0";"491";"98.3";
"10/9/2018 12:37:12";"477";"15";"0";"492";"98.2";
"10/9/2018 12:37:13";"477";"15";"0";"492";"98.2";
"10/9/2018 12:37:14";"477";"15";"0";"492";"98.1";
"10/9/2018 12:37:15";"479";"14";"0";"493";"98.0";
"10/9/2018 12:37:16";"480";"14";"0";"494";"98.0";
"10/9/2018 12:37:17";"483";"14";"0";"496";"97.9";
"10/9/2018 12:37:18";"483";"14";"0";"497";"97.9";
"10/9/2018 12:37:19";"484";"13";"0";"497";"97.8";
"10/9/2018 12:37:20";"485";"13";"0";"498";"97.7";
"10/9/2018 12:37:21";"486";"13";"0";"499";"97.7";
"10/9/2018 12:37:23";"487";"13";"0";"500";"97.6";
"10/9/2018 12:37:24";"488";"13";"0";"501";"97.6";
"10/9/2018 12:37:25";"489";"12";"0";"501";"97.6";
"10/9/2018 12:37:26";"490";"12";"0";"502";"97.5";
"10/9/2018 12:37:27";"491";"12";"0";"503";"97.5";
"10/9/2018 12:37:28";"492";"11";"0";"503";"97.4";
"10/9/2018 12:37:29";"493";"11";"0";"504";"97.4";
"10/9/2018 12:37:30";"494";"11";"0";"505";"97.3";
"10/9/2018 12:37:31";"495";"11";"0";"506";"97.3";
"10/9/2018 12:37:32";"496";"11";"0";"507";"97.3";
"10/9/2018 12:37:34";"497";"11";"0";"508";"97.3";
"10/9/2018 12:37:35";"498";"10";"0";"508";"97.3";
"10/9/2018 12:37:36";"498";"10";"0";"508";"97.3";
"10/9/2018 12:37:37";"499";"10";"0";"509";"97.3";
"10/9/2018 12:37:38";"500";"10";"1";"510";"97.3";
"10/9/2018 12:37:39";"501";"9";"0";"510";"97.3";
"10/9/2018 12:37:40";"502";"9";"0";"511";"97.2";
"10/9/2018 12:37:41";"502";"9";"0";"511";"97.2";
"10/9/2018 12:37:42";"503";"9";"0";"512";"97.1";
"10/9/2018 12:37:43";"504";"9";"0";"513";"97.0";
"10/9/2018 12:37:45";"505";"9";"0";"514";"97.0";
"10/9/2018 12:37:46";"505";"8";"0";"513";"96.9";
"10/9/2018 12:37:47";"506";"8";"0";"514";"96.9";
"10/9/2018 12:37:48";"507";"8";"0";"515";"96.8";
"10/9/2018 12:37:49";"507";"8";"0";"515";"96.8";
"10/9/2018 12:37:50";"508";"8";"0";"516";"96.8";
"10/9/2018 12:37:51";"509";"8";"0";"517";"96.8";
"10/9/2018 12:37:52";"510";"6";"0";"517";"96.7";
"10/9/2018 12:37:53";"511";"6";"0";"517";"96.7";
"10/9/2018 12:37:54";"511";"6";"0";"517";"96.7";
"10/9/2018 12:37:55";"512";"6";"1";"518";"96.7";
"10/9/2018 12:37:56";"512";"6";"1";"518";"96.6";
"10/9/2018 12:37:57";"513";"5";"1";"518";"96.6";
"10/9/2018 12:37:59";"513";"5";"0";"518";"96.6";
"10/9/2018 12:38:00";"513";"5";"0";"518";"96.5";
"10/9/2018 12:38:01";"513";"5";"0";"518";"96.5";
"10/9/2018 12:38:02";"515";"5";"0";"520";"96.5";
"10/9/2018 12:38:03";"515";"5";"0";"520";"96.5";
"10/9/2018 12:38:04";"516";"5";"0";"521";"96.4";
"10/9/2018 12:38:05";"517";"4";"0";"521";"96.4";
"10/9/2018 12:38:06";"517";"4";"1";"521";"96.4";
"10/9/2018 12:38:07";"518";"4";"1";"522";"96.3";
"10/9/2018 12:38:08";"518";"4";"1";"522";"96.3";
"10/9/2018 12:38:10";"518";"4";"0";"522";"96.3";
"10/9/2018 12:38:11";"518";"4";"0";"522";"96.3";
"10/9/2018 12:38:12";"519";"4";"0";"523";"96.3";
"10/9/2018 12:38:13";"519";"3";"0";"522";"96.3";
"10/9/2018 12:38:14";"520";"3";"0";"523";"96.3";
"10/9/2018 12:38:15";"520";"3";"0";"523";"96.3";
"10/9/2018 12:38:16";"521";"3";"0";"524";"96.3";
"10/9/2018 12:38:17";"521";"3";"0";"524";"96.3";
"10/9/2018 12:38:18";"521";"3";"0";"524";"96.3";
"10/9/2018 12:38:19";"521";"3";"0";"524";"96.3";
"10/9/2018 12:38:20";"522";"3";"0";"525";"96.2";
"10/9/2018 12:38:22";"522";"2";"0";"524";"96.1";
"10/9/2018 12:38:23";"522";"2";"0";"524";"96.0";
"10/9/2018 12:38:24";"523";"2";"0";"525";"95.9";
"10/9/2018 12:38:25";"523";"2";"0";"525";"95.9";
"10/9/2018 12:38:26";"523";"2";"0";"525";"95.8";
"10/9/2018 12:38:27";"523";"2";"0";"525";"95.8";
"10/9/2018 12:38:28";"523";"2";"0";"525";"95.8";
"10/9/2018 12:38:29";"524";"2";"0";"526";"95.8";
"10/9/2018 12:38:30";"524";"1";"0";"525";"95.8";
"10/9/2018 12:38:32";"524";"1";"0";"525";"95.8";
"10/9/2018 12:38:33";"525";"1";"0";"526";"95.8";
"10/9/2018 12:38:34";"525";"1";"0";"526";"95.7";
"10/9/2018 12:38:35";"525";"1";"0";"526";"95.7";
"10/9/2018 12:38:36";"526";"1";"0";"527";"95.6";
"10/9/2018 12:38:37";"526";"1";"0";"527";"95.6";
"10/9/2018 12:38:38";"527";"1";"0";"528";"95.6";
"10/9/2018 12:38:39";"527";"1";"0";"528";"95.5";
"10/9/2018 12:38:40";"527";"1";"0";"528";"95.5";
"10/9/2018 12:38:41";"528";"1";"0";"529";"95.5";
"10/9/2018 12:38:42";"528";"1";"0";"529";"95.5";
"10/9/2018 12:38:43";"529";"1";"0";"530";"95.4";
"10/9/2018 12:38:45";"529";"1";"0";"530";"95.4";
"10/9/2018 12:38:46";"529";"1";"0";"530";"95.4";
"10/9/2018 12:38:47";"530";"1";"0";"531";"95.4";
"10/9/2018 12:38:48";"530";"1";"0";"531";"95.4";
"10/9/2018 12:38:49";"530";"1";"0";"531";"95.4";
"10/9/2018 12:38:50";"531";"1";"0";"532";"95.5";
"10/9/2018 12:38:51";"531";"0";"0";"531";"95.5";
"10/9/2018 12:38:52";"531";"0";"0";"531";"95.5";
"10/9/2018 12:38:53";"531";"0";"0";"531";"95.4";
"10/9/2018 12:38:54";"531";"0";"0";"531";"95.4";
"10/9/2018 12:38:55";"531";"0";"0";"531";"95.4";
"10/9/2018 12:38:56";"532";"0";"0";"532";"95.4";
"10/9/2018 12:38:58";"532";"0";"0";"532";"95.4";
"10/9/2018 12:38:59";"532";"0";"0";"532";"95.3";
"10/9/2018 12:39:00";"532";"0";"0";"532";"95.3";
"10/9/2018 12:39:01";"532";"0";"0";"532";"95.3";
"10/9/2018 12:39:02";"532";"0";"0";"532";"95.2";
"10/9/2018 12:39:03";"532";"0";"0";"532";"95.2";
"10/9/2018 12:39:04";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:05";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:07";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:08";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:09";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:10";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:11";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:12";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:13";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:14";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:15";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:16";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:17";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:18";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:20";"532";"0";"0";"532";"95.1";
"10/9/2018 12:39:21";"532";"0";"0";"532";"95.0";
"10/9/2018 12:39:22";"532";"0";"0";"532";"95.0";
"10/9/2018 12:39:23";"533";"0";"0";"533";"95.0";
"10/9/2018 12:39:24";"533";"0";"0";"533";"95.0";
"10/9/2018 12:39:25";"533";"0";"0";"533";"95.0";
"10/9/2018 12:39:26";"533";"0";"0";"533";"95.0";
"10/9/2018 12:39:27";"533";"0";"0";"533";"95.0";
"10/9/2018 12:39:28";"533";"0";"0";"533";"95.0";
"10/9/2018 12:39:29";"534";"0";"0";"534";"95.0";
"10/9/2018 12:39:30";"534";"0";"0";"534";"95.1";
"10/9/2018 12:39:31";"534";"0";"0";"534";"95.1";
"10/9/2018 12:39:33";"534";"0";"0";"534";"95.1";
"10/9/2018 12:39:34";"535";"0";"0";"535";"95.1";
"10/9/2018 12:39:35";"535";"0";"0";"535";"95.0";
"10/9/2018 12:39:36";"535";"0";"0";"535";"95.0";
