Record Length	2500	Points	-0,00025	-6000		Record Length	2500	Points	-0,00025	-0,088		Record Length	2500	Points	-0,00025	-0,048	
Sample Interval	2e-007	s	-0,0002498	-5600		Sample Interval	2e-007	s	-0,0002498	-0,08		Sample Interval	2e-007	s	-0,0002498	-0,04	
Trigger Point	1249,999899	Samples	-0,0002496	-6000		Trigger Point	1249,999899	Samples	-0,0002496	-0,08		Trigger Point	1249,999899	Samples	-0,0002496	-0,04	
			-0,0002494	-6000					-0,0002494	-0,076					-0,0002494	-0,04	
			-0,0002492	-5600					-0,0002492	-0,076					-0,0002492	-0,04	
			-0,000249	-5800					-0,000249	-0,08					-0,000249	-0,04	
Source	CH1		-0,0002488	-6000		Source	CH3		-0,0002488	-0,08		Source	CH4		-0,0002488	-0,04	
Vertical Units	Volts		-0,0002486	-6200		Vertical Units	Volts		-0,0002486	-0,08		Vertical Units	Volts		-0,0002486	-0,04	
Vertical Scale	5.00000024E3		-0,0002484	-6000		Vertical Scale	100.0000047E-3		-0,0002484	-0,08		Vertical Scale	200.00000950E-3		-0,0002484	-0,04	
Vertical Offset	0		-0,0002482	-5800		Vertical Offset	0		-0,0002482	-0,076		Vertical Offset	0		-0,0002482	-0,032	
Horizontal Units	s		-0,000248	-6000		Horizontal Units	s		-0,000248	-0,08		Horizontal Units	s		-0,000248	-0,032	
Horizontal Scale	50.00000058E-6		-0,0002478	-6000		Horizontal Scale	50.00000058E-6		-0,0002478	-0,076		Horizontal Scale	50.00000058E-6		-0,0002478	-0,032	
Pt Fmt	Y		-0,0002476	-6200		Pt Fmt	Y		-0,0002476	-0,072		Pt Fmt	Y		-0,0002476	-0,04	
Yzero	0.0		-0,0002474	-5800		Yzero	0.0		-0,0002474	-0,072		Yzero	0.0		-0,0002474	-0,032	
Probe Atten	1000,000000		-0,0002472	-6000		Probe Atten	1,000000		-0,0002472	-0,072		Probe Atten	1,000000		-0,0002472	-0,032	
			-0,000247	-6000					-0,000247	-0,072					-0,000247	-0,032	
Note	TDS 2004B - 3:32:42 p. m.   13/6/2018		-0,0002468	-6200		Note	TDS 2004B - 3:32:42 p. m.   13/6/2018		-0,0002468	-0,072		Note	TDS 2004B - 3:32:42 p. m.   13/6/2018		-0,0002468	-0,032	
			-0,0002466	-6000					-0,0002466	-0,068					-0,0002466	-0,032	
			-0,0002464	-6200					-0,0002464	-0,072					-0,0002464	-0,024	
			-0,0002462	-6400					-0,0002462	-0,068					-0,0002462	-0,032	
			-0,000246	-6200					-0,000246	-0,068					-0,000246	-0,024	
			-0,0002458	-6000					-0,0002458	-0,072					-0,0002458	-0,032	
			-0,0002456	-6200					-0,0002456	-0,064					-0,0002456	-0,032	
			-0,0002454	-6400					-0,0002454	-0,064					-0,0002454	-0,024	
			-0,0002452	-6600					-0,0002452	-0,064					-0,0002452	-0,024	
			-0,000245	-6400					-0,000245	-0,068					-0,000245	-0,032	
			-0,0002448	-6400					-0,0002448	-0,06					-0,0002448	-0,032	
			-0,0002446	-6000					-0,0002446	-0,06					-0,0002446	-0,04	
			-0,0002444	-6400					-0,0002444	-0,06					-0,0002444	-0,024	
			-0,0002442	-6400					-0,0002442	-0,06					-0,0002442	-0,024	
			-0,000244	-6400					-0,000244	-0,056					-0,000244	-0,024	
			-0,0002438	-6200					-0,0002438	-0,056					-0,0002438	-0,024	
